Trip_ID,User_ID,Origin,Destination,Start_Date,End_Date,Duration_Days,Travel_Type,Transport_Mode,Hotel_Type,Season,Budget_INR,User_Rating,AI_Recommendation_Used,Trip_Status
T0212,U0266,Chennai,Delhi,2025-02-07,2025-02-15,8,Romantic,Cruise,Luxury,Spring,10924,3.0,Yes,Completed
T0213,U0015,Goa,Mumbai,2025-09-05,2025-09-19,14,Cultural,Train,Budget,Winter,75524,3.1,Yes,Planned
T0214,U0146,New York,London,2025-03-16,2025-03-30,14,Adventure,Car,Budget,Spring,75066,4.1,Yes,Cancelled
T0215,U0066,Paris,London,2025-12-10,2025-12-15,5,Business,Cruise,Standard,Spring,76677,4.2,Yes,Planned
T0216,U0180,Singapore,Chennai,2025-11-04,2025-11-17,13,Family,Flight,Hostel,Summer,144034,4.0,Yes,Completed
T0217,U0115,Pune,Hyderabad,2025-05-01,2025-05-11,10,Adventure,Bus,Hostel,Monsoon,20304,3.7,No,Cancelled
T0218,U0296,Bangkok,Kolkata,2025-10-18,2025-10-28,10,Family,Cruise,Budget,Spring,181806,3.4,Yes,Completed
T0219,U0237,Chennai,Hyderabad,2025-06-22,2025-06-24,2,Adventure,Flight,Resort,Winter,69251,3.8,Yes,Planned
T0220,U0134,Kolkata,Chennai,2025-07-09,2025-07-12,3,Family,Train,Budget,Monsoon,100456,4.1,Yes,Cancelled
T0221,U0111,Mumbai,Goa,2026-01-29,2026-02-04,6,Business,Cruise,Hostel,Spring,76323,4.6,No,Planned
T0222,U0199,Rome,Jaipur,2025-10-30,2025-11-05,6,Business,Car,Hostel,Autumn,197899,4.5,No,Completed
T0223,U0214,New York,Chennai,2025-10-22,2025-10-27,5,Adventure,Car,Luxury,Winter,166863,4.3,No,Cancelled
T0224,U0007,Dubai,Hyderabad,2025-05-16,2025-05-18,2,Adventure,Train,Standard,Spring,169422,4.9,Yes,Completed
T0225,U0157,Delhi,Bangkok,2026-12-22,2026-12-29,7,Cultural,Car,Luxury,Monsoon,105558,3.3,Yes,Completed
T0226,U0048,Rome,New York,2026-06-20,2026-06-22,2,Adventure,Car,Luxury,Spring,103922,4.6,No,Cancelled
T0227,U0241,Paris,Pune,2025-01-19,2025-01-28,9,Family,Flight,Standard,Spring,151215,5.0,No,Planned
T0228,U0122,London,Bangalore,2025-11-14,2025-11-21,7,Leisure,Bus,Budget,Summer,155698,4.8,Yes,Completed
T0229,U0214,Hyderabad,Dubai,2026-09-13,2026-09-25,12,Cultural,Train,Hostel,Monsoon,110963,4.0,No,Planned
T0230,U0018,Hyderabad,Goa,2025-07-10,2025-07-19,9,Cultural,Cruise,Budget,Autumn,84807,4.2,Yes,Cancelled
T0231,U0009,Singapore,Bali,2026-09-04,2026-09-09,5,Adventure,Car,Standard,Monsoon,41601,3.2,No,Cancelled
T0232,U0098,Singapore,Paris,2025-12-07,2025-12-21,14,Leisure,Train,Standard,Winter,199938,3.7,No,Completed
T0233,U0168,Maldives,Dubai,2025-08-11,2025-08-24,13,Business,Car,Budget,Spring,42634,4.7,No,Cancelled
T0234,U0239,Bangkok,Hyderabad,2025-08-28,2025-09-07,10,Family,Train,Luxury,Summer,124003,4.3,No,Planned
T0235,U0154,Agra,Goa,2025-10-01,2025-10-09,8,Adventure,Bus,Hostel,Summer,95711,4.6,Yes,Planned
T0236,U0191,Kolkata,Bali,2026-03-30,2026-04-01,2,Business,Bus,Resort,Winter,152432,3.4,No,Cancelled
T0237,U0120,Dubai,Hyderabad,2026-10-05,2026-10-12,7,Leisure,Flight,Hostel,Winter,14136,3.2,No,Planned
T0238,U0045,Bangalore,Goa,2026-11-28,2026-12-09,11,Business,Flight,Budget,Winter,141567,3.6,Yes,Cancelled
T0239,U0181,Singapore,Maldives,2025-11-12,2025-11-25,13,Adventure,Train,Budget,Summer,156864,3.9,Yes,Planned
T0240,U0129,Bali,Goa,2026-10-23,2026-10-28,5,Leisure,Flight,Standard,Summer,197279,3.1,No,Planned
T0241,U0002,Paris,Agra,2025-08-04,2025-08-09,5,Cultural,Car,Budget,Spring,169484,3.8,No,Planned
T0242,U0183,Goa,Bangalore,2026-05-08,2026-05-13,5,Romantic,Train,Resort,Monsoon,130506,4.9,No,Planned
T0243,U0069,New York,Hyderabad,2026-03-14,2026-03-20,6,Adventure,Bus,Standard,Autumn,27199,3.7,Yes,Planned
T0244,U0294,Singapore,Jaipur,2025-01-29,2025-02-06,8,Romantic,Train,Budget,Summer,39709,4.4,No,Planned
T0245,U0125,Agra,Bangkok,2025-11-01,2025-11-03,2,Adventure,Bus,Budget,Spring,18521,4.2,Yes,Completed
T0246,U0129,Delhi,Singapore,2025-06-02,2025-06-11,9,Business,Cruise,Resort,Spring,82534,4.0,No,Cancelled
T0247,U0298,Singapore,Chennai,2026-10-27,2026-11-09,13,Adventure,Train,Budget,Spring,96840,3.9,No,Completed
T0248,U0172,Bangkok,Goa,2026-09-07,2026-09-16,9,Family,Train,Resort,Winter,147799,3.2,Yes,Completed
T0249,U0112,Goa,Tokyo,2026-04-26,2026-05-06,10,Family,Train,Hostel,Monsoon,175767,3.3,Yes,Cancelled
T0250,U0005,Delhi,Tokyo,2025-11-21,2025-12-04,13,Adventure,Train,Resort,Autumn,165976,3.8,Yes,Planned
T0251,U0237,Pune,Rome,2025-10-31,2025-11-06,6,Family,Flight,Luxury,Autumn,128422,3.7,Yes,Cancelled
T0252,U0226,Jaipur,Bangalore,2026-06-10,2026-06-19,9,Family,Train,Hostel,Summer,92018,3.3,No,Cancelled
T0253,U0292,Bali,Tokyo,2025-06-15,2025-06-26,11,Leisure,Car,Standard,Spring,117509,5.0,Yes,Cancelled
T0254,U0218,Tokyo,Agra,2026-12-05,2026-12-16,11,Leisure,Bus,Luxury,Monsoon,140560,3.3,No,Completed
T0255,U0080,Paris,Singapore,2026-01-17,2026-01-26,9,Leisure,Cruise,Luxury,Spring,96704,4.4,No,Completed
T0256,U0165,Bangkok,Dubai,2025-12-25,2025-12-30,5,Family,Flight,Standard,Autumn,53158,4.9,Yes,Cancelled
T0257,U0010,Agra,Hyderabad,2026-10-25,2026-11-05,11,Cultural,Bus,Resort,Monsoon,39992,3.4,Yes,Planned
T0258,U0292,Bali,London,2026-04-03,2026-04-12,9,Business,Car,Standard,Winter,59597,3.9,Yes,Cancelled
T0259,U0055,Chennai,Paris,2026-02-25,2026-03-01,4,Romantic,Car,Resort,Autumn,101288,3.9,No,Planned
T0260,U0062,Kolkata,Chennai,2026-06-30,2026-07-12,12,Romantic,Bus,Budget,Autumn,21182,4.1,Yes,Completed
T0261,U0017,London,Bali,2026-08-31,2026-09-03,3,Cultural,Bus,Luxury,Winter,158178,4.2,Yes,Cancelled
T0262,U0072,Tokyo,Dubai,2026-10-01,2026-10-09,8,Cultural,Train,Resort,Summer,106176,4.1,No,Completed
T0263,U0166,Hyderabad,London,2026-08-29,2026-09-05,7,Romantic,Flight,Budget,Winter,168998,3.2,Yes,Completed
T0264,U0162,Rome,Dubai,2026-08-02,2026-08-14,12,Cultural,Train,Hostel,Summer,80134,4.0,Yes,Completed
T0265,U0004,Pune,Agra,2025-10-27,2025-10-29,2,Business,Flight,Resort,Monsoon,85020,4.1,Yes,Completed
T0266,U0232,Jaipur,Mumbai,2025-02-24,2025-03-10,14,Leisure,Bus,Budget,Winter,73749,4.4,No,Planned
T0267,U0040,Maldives,Rome,2025-03-21,2025-04-03,13,Cultural,Cruise,Luxury,Monsoon,80601,3.3,No,Planned
T0268,U0145,Kolkata,Singapore,2025-09-15,2025-09-25,10,Family,Bus,Hostel,Monsoon,114843,3.3,No,Completed
T0269,U0176,Bangalore,London,2026-05-03,2026-05-14,11,Romantic,Train,Budget,Monsoon,171358,3.3,No,Completed
T0270,U0224,New York,Goa,2025-08-19,2025-09-01,13,Business,Bus,Budget,Autumn,115185,4.9,No,Planned
T0271,U0291,Bangkok,Pune,2026-02-14,2026-02-17,3,Romantic,Flight,Budget,Monsoon,24016,4.0,No,Cancelled
T0272,U0218,Jaipur,Bangkok,2026-04-02,2026-04-04,2,Family,Cruise,Hostel,Summer,125074,4.0,No,Cancelled
T0273,U0264,Hyderabad,Tokyo,2025-06-05,2025-06-12,7,Leisure,Cruise,Hostel,Monsoon,152509,4.9,No,Cancelled
T0274,U0225,Bangalore,Mumbai,2026-03-19,2026-03-26,7,Leisure,Flight,Budget,Monsoon,80309,3.4,No,Planned
T0275,U0153,Singapore,Rome,2026-01-18,2026-01-30,12,Cultural,Cruise,Luxury,Autumn,117648,3.2,No,Completed
T0276,U0216,Paris,Maldives,2026-07-05,2026-07-15,10,Cultural,Car,Hostel,Summer,14141,4.5,Yes,Planned
T0277,U0103,Tokyo,Kolkata,2025-06-10,2025-06-24,14,Leisure,Train,Standard,Monsoon,94361,3.0,Yes,Cancelled
T0278,U0080,Goa,Paris,2025-12-13,2025-12-20,7,Business,Bus,Budget,Autumn,44808,4.1,No,Cancelled
T0279,U0273,Jaipur,Delhi,2025-04-07,2025-04-15,8,Romantic,Bus,Budget,Winter,31301,3.3,Yes,Completed
T0280,U0270,Pune,Agra,2025-09-26,2025-10-01,5,Romantic,Bus,Hostel,Winter,96155,4.0,No,Completed
T0281,U0170,New York,Bangalore,2026-03-11,2026-03-21,10,Family,Cruise,Resort,Summer,58270,3.6,No,Planned
T0282,U0092,Kolkata,Paris,2025-12-29,2026-01-05,7,Romantic,Cruise,Resort,Summer,67804,3.5,No,Planned
T0283,U0231,Dubai,Jaipur,2026-07-30,2026-08-04,5,Romantic,Bus,Budget,Summer,109864,4.4,Yes,Completed
T0284,U0003,Rome,Chennai,2026-07-01,2026-07-08,7,Business,Flight,Hostel,Monsoon,109189,4.1,No,Completed
T0285,U0030,Pune,Bangalore,2025-06-17,2025-06-20,3,Business,Flight,Budget,Monsoon,63502,3.3,No,Planned
T0286,U0016,Goa,Chennai,2026-07-21,2026-07-25,4,Business,Car,Hostel,Summer,188130,3.5,No,Planned
T0287,U0050,Chennai,Maldives,2026-02-14,2026-02-16,2,Cultural,Train,Standard,Monsoon,44160,4.7,Yes,Completed
T0288,U0079,Dubai,Pune,2026-01-24,2026-01-30,6,Romantic,Train,Budget,Autumn,128454,3.4,No,Cancelled
T0289,U0129,Paris,Singapore,2025-10-13,2025-10-25,12,Adventure,Car,Hostel,Summer,42888,4.4,No,Planned
T0290,U0243,Hyderabad,Bali,2026-05-06,2026-05-17,11,Business,Train,Luxury,Summer,154575,4.4,Yes,Cancelled
T0291,U0127,Chennai,Agra,2025-05-09,2025-05-22,13,Adventure,Train,Resort,Monsoon,191787,4.8,No,Cancelled
T0292,U0105,Bangkok,Goa,2025-02-07,2025-02-15,8,Adventure,Bus,Standard,Autumn,126088,3.0,Yes,Completed
T0293,U0278,Tokyo,Singapore,2025-05-10,2025-05-14,4,Family,Flight,Luxury,Spring,103789,3.1,Yes,Cancelled
T0294,U0015,Bangalore,Rome,2026-08-14,2026-08-17,3,Romantic,Flight,Hostel,Winter,138588,4.9,No,Completed
T0295,U0186,Dubai,Singapore,2026-03-30,2026-04-07,8,Cultural,Cruise,Resort,Monsoon,134984,3.7,Yes,Cancelled
T0296,U0011,Bangkok,Chennai,2025-04-07,2025-04-18,11,Adventure,Train,Hostel,Autumn,72665,4.5,No,Cancelled
T0297,U0259,New York,Bali,2025-05-27,2025-06-06,10,Romantic,Flight,Budget,Autumn,109976,4.4,No,Planned
T0298,U0024,Bali,London,2026-06-22,2026-07-01,9,Family,Bus,Budget,Monsoon,135695,3.2,No,Completed
T0299,U0087,Mumbai,Delhi,2025-04-11,2025-04-13,2,Adventure,Car,Luxury,Autumn,185599,4.2,Yes,Cancelled
T0300,U0274,Kolkata,Delhi,2026-08-19,2026-08-28,9,Cultural,Train,Standard,Monsoon,85164,3.2,Yes,Cancelled
T0301,U0151,Paris,Delhi,2026-01-20,2026-02-02,13,Family,Cruise,Resort,Spring,84099,3.6,No,Planned
T0302,U0135,Jaipur,London,2026-10-24,2026-10-27,3,Cultural,Car,Resort,Winter,158878,4.2,No,Completed
T0303,U0162,Pune,Bangalore,2025-12-28,2026-01-10,13,Adventure,Train,Luxury,Spring,119543,4.4,Yes,Completed
T0304,U0190,Bangalore,Pune,2025-04-08,2025-04-16,8,Romantic,Cruise,Standard,Spring,70030,3.8,No,Completed
T0305,U0058,Mumbai,Delhi,2025-11-23,2025-12-07,14,Leisure,Bus,Standard,Winter,12413,3.4,No,Planned
T0306,U0259,Paris,Delhi,2025-04-18,2025-04-29,11,Family,Flight,Standard,Monsoon,135266,4.7,No,Completed
T0307,U0155,Maldives,Bangkok,2025-03-18,2025-03-31,13,Leisure,Bus,Resort,Winter,31630,4.7,No,Planned
T0308,U0139,Bali,Bangkok,2026-10-31,2026-11-09,9,Adventure,Bus,Budget,Autumn,108273,3.6,Yes,Completed
T0309,U0239,Bangkok,Hyderabad,2025-07-29,2025-08-12,14,Cultural,Train,Budget,Winter,157520,3.2,Yes,Cancelled
T0310,U0235,Bali,Bangalore,2025-09-01,2025-09-10,9,Romantic,Car,Hostel,Monsoon,160348,4.3,No,Planned
T0311,U0143,Bangalore,Kolkata,2026-01-03,2026-01-17,14,Leisure,Car,Standard,Spring,84353,4.2,Yes,Planned
T0312,U0067,Mumbai,Rome,2026-07-13,2026-07-21,8,Cultural,Cruise,Hostel,Summer,131670,4.3,No,Completed
T0313,U0166,Paris,Chennai,2026-07-11,2026-07-15,4,Cultural,Cruise,Hostel,Winter,28807,3.7,No,Completed
T0314,U0210,Delhi,Kolkata,2026-07-11,2026-07-20,9,Leisure,Train,Resort,Monsoon,161733,3.2,No,Planned
T0315,U0054,Delhi,Bangkok,2025-05-03,2025-05-12,9,Romantic,Train,Standard,Summer,90032,3.1,Yes,Completed
T0316,U0160,Dubai,Maldives,2026-12-21,2027-01-02,12,Business,Bus,Luxury,Winter,28608,4.5,No,Cancelled
T0317,U0171,Delhi,Maldives,2026-01-29,2026-02-07,9,Leisure,Flight,Resort,Autumn,58367,4.9,No,Cancelled
T0318,U0228,Paris,Hyderabad,2025-09-09,2025-09-22,13,Romantic,Flight,Hostel,Monsoon,67378,4.6,No,Planned
T0319,U0124,Goa,Agra,2026-08-11,2026-08-19,8,Adventure,Cruise,Hostel,Summer,50524,4.8,Yes,Completed
T0320,U0153,London,Pune,2026-08-09,2026-08-22,13,Leisure,Flight,Luxury,Summer,180781,4.0,No,Cancelled
T0321,U0260,Agra,Bali,2026-03-27,2026-04-03,7,Romantic,Car,Hostel,Autumn,68876,3.4,No,Planned
T0322,U0113,Goa,London,2025-03-16,2025-03-27,11,Adventure,Cruise,Budget,Autumn,120545,3.9,No,Planned
T0323,U0216,Mumbai,Goa,2026-07-21,2026-07-31,10,Romantic,Bus,Luxury,Summer,142425,3.3,Yes,Planned
T0324,U0267,Jaipur,Chennai,2026-11-07,2026-11-12,5,Romantic,Train,Standard,Monsoon,69321,4.6,No,Cancelled
T0325,U0109,Chennai,Rome,2026-03-01,2026-03-10,9,Romantic,Car,Standard,Winter,135758,4.0,No,Completed
T0326,U0213,Paris,Tokyo,2026-05-27,2026-06-05,9,Romantic,Cruise,Hostel,Spring,96784,4.6,Yes,Completed
T0327,U0163,Tokyo,Bangalore,2025-08-01,2025-08-03,2,Adventure,Cruise,Hostel,Winter,152832,4.5,No,Completed
T0328,U0091,Pune,Bangkok,2026-09-21,2026-09-30,9,Leisure,Train,Budget,Winter,166390,3.0,Yes,Planned
T0329,U0165,London,Dubai,2025-02-15,2025-02-21,6,Family,Flight,Standard,Autumn,10486,4.7,Yes,Planned
T0330,U0028,Delhi,Goa,2025-10-20,2025-10-22,2,Adventure,Flight,Hostel,Summer,140617,3.2,Yes,Completed
T0331,U0060,London,Mumbai,2026-09-29,2026-10-07,8,Family,Flight,Budget,Monsoon,35761,5.0,No,Completed
T0332,U0106,Delhi,London,2025-09-27,2025-10-03,6,Business,Flight,Hostel,Winter,139662,5.0,Yes,Planned
T0333,U0109,Paris,Dubai,2025-11-03,2025-11-16,13,Adventure,Flight,Budget,Summer,20974,5.0,Yes,Completed
T0334,U0054,Bangkok,Singapore,2026-11-23,2026-11-29,6,Business,Flight,Luxury,Winter,124560,3.5,No,Cancelled
T0335,U0166,Pune,Bangalore,2026-04-21,2026-04-27,6,Adventure,Bus,Hostel,Monsoon,160641,3.8,No,Planned
T0336,U0153,Agra,Dubai,2025-05-26,2025-05-28,2,Adventure,Train,Budget,Monsoon,44629,3.7,Yes,Completed
T0337,U0105,Bali,Rome,2026-03-12,2026-03-19,7,Leisure,Flight,Standard,Spring,123319,4.4,Yes,Completed
T0338,U0281,Rome,Bangkok,2025-10-27,2025-11-07,11,Family,Bus,Resort,Monsoon,120777,3.6,Yes,Cancelled
T0339,U0048,Delhi,Mumbai,2026-05-01,2026-05-10,9,Adventure,Cruise,Resort,Spring,97086,4.6,No,Cancelled
T0340,U0205,Bali,Dubai,2026-02-15,2026-02-21,6,Business,Flight,Budget,Autumn,176465,4.0,No,Cancelled
T0341,U0289,Pune,Maldives,2026-04-02,2026-04-14,12,Cultural,Bus,Resort,Summer,141632,4.1,Yes,Completed
T0342,U0020,Bali,Bangkok,2026-04-29,2026-05-09,10,Leisure,Flight,Budget,Summer,188002,3.4,Yes,Cancelled
T0343,U0219,Rome,Jaipur,2025-11-09,2025-11-11,2,Leisure,Bus,Luxury,Winter,179446,4.2,Yes,Cancelled
T0344,U0052,Goa,Singapore,2026-04-10,2026-04-23,13,Leisure,Car,Budget,Summer,21162,3.7,Yes,Cancelled
T0345,U0094,Rome,Jaipur,2025-04-28,2025-05-12,14,Romantic,Cruise,Resort,Winter,124634,4.7,No,Planned
T0346,U0014,Bangkok,Mumbai,2026-05-17,2026-05-20,3,Cultural,Flight,Standard,Summer,98207,4.6,Yes,Cancelled
T0347,U0063,Kolkata,Maldives,2025-08-25,2025-09-05,11,Leisure,Flight,Standard,Winter,32620,3.4,Yes,Cancelled
T0348,U0254,Tokyo,Bangkok,2026-12-13,2026-12-26,13,Family,Train,Budget,Spring,140697,4.2,Yes,Completed
T0349,U0279,Agra,Goa,2026-05-22,2026-05-30,8,Family,Cruise,Resort,Monsoon,39545,4.4,No,Completed
T0350,U0291,Pune,Kolkata,2026-02-23,2026-03-03,8,Leisure,Cruise,Resort,Summer,17436,4.5,No,Planned
T0351,U0026,Singapore,London,2025-03-12,2025-03-19,7,Business,Car,Hostel,Monsoon,190467,3.6,Yes,Cancelled
T0352,U0061,Bangkok,Delhi,2026-02-15,2026-02-17,2,Adventure,Cruise,Resort,Summer,19795,3.8,Yes,Cancelled
T0353,U0056,Maldives,London,2025-09-30,2025-10-09,9,Business,Train,Budget,Winter,67893,4.9,Yes,Completed
T0354,U0090,Tokyo,Hyderabad,2026-04-29,2026-05-09,10,Cultural,Car,Hostel,Winter,34142,3.5,No,Planned
T0355,U0199,Chennai,Kolkata,2026-03-25,2026-04-03,9,Romantic,Train,Luxury,Autumn,60893,4.8,No,Completed
T0356,U0214,Bangkok,Bangalore,2026-01-23,2026-02-04,12,Cultural,Cruise,Luxury,Summer,145797,3.8,No,Completed
T0357,U0158,Bali,Bangalore,2025-08-03,2025-08-16,13,Leisure,Flight,Budget,Winter,139380,3.4,No,Planned
T0358,U0131,Pune,Paris,2025-02-09,2025-02-22,13,Adventure,Flight,Standard,Spring,97483,4.8,Yes,Completed
T0359,U0027,Bangalore,Rome,2026-11-15,2026-11-28,13,Cultural,Train,Hostel,Summer,91678,3.1,Yes,Cancelled
T0360,U0227,Agra,Goa,2025-10-01,2025-10-09,8,Leisure,Cruise,Luxury,Monsoon,26766,3.8,Yes,Planned
T0361,U0168,London,Agra,2026-05-24,2026-05-29,5,Cultural,Cruise,Hostel,Winter,54458,4.7,Yes,Cancelled
T0362,U0061,Bali,Singapore,2025-04-27,2025-05-01,4,Business,Train,Standard,Monsoon,69372,4.0,Yes,Planned
T0363,U0054,Maldives,New York,2025-11-01,2025-11-03,2,Cultural,Cruise,Luxury,Spring,20846,3.3,Yes,Cancelled
T0364,U0028,Goa,Agra,2025-10-27,2025-11-05,9,Family,Car,Luxury,Autumn,45790,4.4,No,Cancelled
T0365,U0100,Singapore,Pune,2026-10-17,2026-10-23,6,Family,Cruise,Standard,Summer,147682,3.5,No,Planned
T0366,U0029,Agra,Dubai,2026-02-12,2026-02-19,7,Romantic,Bus,Budget,Spring,14695,4.0,Yes,Completed
T0367,U0138,Agra,Mumbai,2026-10-06,2026-10-16,10,Business,Flight,Hostel,Monsoon,191088,4.0,Yes,Completed
T0368,U0263,Goa,New York,2026-05-07,2026-05-20,13,Leisure,Cruise,Budget,Spring,136865,3.4,Yes,Cancelled
T0369,U0248,Bangalore,Singapore,2026-11-20,2026-11-25,5,Business,Train,Resort,Summer,26911,5.0,No,Planned
T0370,U0085,Goa,Jaipur,2025-08-27,2025-08-31,4,Romantic,Train,Hostel,Winter,156222,3.3,Yes,Planned
T0371,U0121,London,Kolkata,2026-12-17,2026-12-22,5,Leisure,Bus,Hostel,Spring,57367,4.1,No,Completed
T0372,U0033,Maldives,Rome,2026-11-28,2026-12-03,5,Business,Car,Luxury,Spring,21219,4.2,Yes,Cancelled
T0373,U0136,Jaipur,Hyderabad,2025-04-30,2025-05-08,8,Adventure,Train,Budget,Summer,66911,4.8,Yes,Cancelled
T0374,U0144,Rome,Hyderabad,2026-11-03,2026-11-15,12,Romantic,Flight,Hostel,Monsoon,79519,3.9,Yes,Planned
T0375,U0046,Hyderabad,Bali,2026-03-17,2026-03-31,14,Adventure,Cruise,Luxury,Summer,60192,4.1,Yes,Planned
T0376,U0136,Bangalore,Tokyo,2025-03-17,2025-03-29,12,Adventure,Flight,Budget,Spring,24677,4.1,No,Planned
T0377,U0154,Bali,Hyderabad,2025-07-19,2025-07-28,9,Business,Flight,Hostel,Autumn,186554,5.0,Yes,Planned
T0378,U0143,Pune,Paris,2026-06-23,2026-06-27,4,Leisure,Flight,Luxury,Monsoon,112658,4.2,Yes,Completed
T0379,U0112,Singapore,Rome,2026-12-10,2026-12-20,10,Family,Bus,Standard,Summer,183108,3.7,Yes,Planned
T0380,U0095,Pune,Dubai,2026-03-20,2026-04-01,12,Cultural,Cruise,Hostel,Summer,142232,4.6,Yes,Cancelled
T0381,U0164,Tokyo,Paris,2025-09-11,2025-09-16,5,Leisure,Car,Budget,Summer,91144,3.9,Yes,Completed
T0382,U0285,Tokyo,Chennai,2025-11-28,2025-12-05,7,Family,Train,Luxury,Summer,119084,4.7,Yes,Planned
T0383,U0033,Maldives,New York,2025-11-08,2025-11-20,12,Romantic,Train,Luxury,Monsoon,196258,3.5,No,Planned
T0384,U0231,New York,Rome,2026-04-04,2026-04-16,12,Leisure,Bus,Resort,Summer,162418,3.5,Yes,Planned
T0385,U0025,Chennai,London,2025-01-30,2025-02-13,14,Romantic,Train,Resort,Autumn,144955,4.1,Yes,Cancelled
T0386,U0271,Chennai,New York,2025-05-23,2025-06-02,10,Romantic,Bus,Luxury,Autumn,41017,4.4,No,Completed
T0387,U0135,Singapore,Delhi,2026-06-03,2026-06-11,8,Leisure,Bus,Budget,Summer,156033,4.7,Yes,Completed
T0388,U0163,Rome,Kolkata,2026-10-26,2026-10-28,2,Romantic,Cruise,Luxury,Spring,139000,3.6,Yes,Planned
T0389,U0184,Rome,Mumbai,2025-10-06,2025-10-16,10,Cultural,Bus,Luxury,Winter,133182,4.6,Yes,Planned
T0390,U0142,Kolkata,Rome,2026-05-16,2026-05-22,6,Romantic,Cruise,Hostel,Spring,12670,3.2,No,Cancelled
T0391,U0147,Singapore,Bangalore,2025-02-04,2025-02-12,8,Business,Bus,Standard,Spring,19884,3.7,Yes,Completed
T0392,U0049,Bangkok,Delhi,2026-07-09,2026-07-20,11,Leisure,Flight,Hostel,Winter,63546,4.8,No,Planned
T0393,U0196,Delhi,Jaipur,2025-05-06,2025-05-16,10,Leisure,Train,Resort,Winter,127217,4.3,No,Completed
T0394,U0031,New York,Jaipur,2026-01-23,2026-01-31,8,Cultural,Train,Resort,Autumn,64471,3.9,No,Completed
T0395,U0010,Dubai,Tokyo,2025-06-13,2025-06-17,4,Adventure,Car,Budget,Winter,92001,3.5,No,Completed
T0396,U0196,Tokyo,Mumbai,2026-12-10,2026-12-12,2,Family,Flight,Resort,Spring,117954,3.7,No,Completed
T0397,U0266,London,Agra,2025-03-08,2025-03-16,8,Business,Cruise,Budget,Monsoon,130360,3.5,Yes,Planned
T0398,U0188,New York,Singapore,2026-10-19,2026-10-28,9,Cultural,Flight,Resort,Monsoon,142915,3.8,No,Completed
T0399,U0019,Delhi,New York,2026-06-28,2026-07-05,7,Business,Flight,Resort,Monsoon,149728,4.0,No,Completed
T0400,U0133,Agra,Goa,2025-04-17,2025-04-23,6,Adventure,Car,Hostel,Winter,72643,4.4,Yes,Completed
T0401,U0048,Dubai,Mumbai,2026-11-19,2026-12-03,14,Adventure,Car,Luxury,Summer,192403,3.2,No,Completed
T0402,U0119,Tokyo,Chennai,2026-02-12,2026-02-17,5,Romantic,Flight,Budget,Winter,50721,3.4,Yes,Cancelled
T0403,U0216,Chennai,Bangalore,2025-04-06,2025-04-15,9,Adventure,Bus,Luxury,Winter,25052,3.6,No,Planned
T0404,U0239,Bangalore,Rome,2025-05-28,2025-06-02,5,Romantic,Cruise,Standard,Autumn,117631,4.4,No,Planned
T0405,U0086,Bali,Rome,2026-12-16,2026-12-22,6,Business,Bus,Budget,Summer,184138,4.8,No,Completed
T0406,U0008,Singapore,London,2026-03-10,2026-03-19,9,Family,Bus,Standard,Spring,59063,3.3,No,Cancelled
T0407,U0237,Bangalore,Bali,2026-01-14,2026-01-23,9,Leisure,Train,Hostel,Winter,102254,3.3,Yes,Cancelled
T0408,U0054,Bangalore,Agra,2025-01-15,2025-01-28,13,Business,Train,Budget,Autumn,90738,4.9,Yes,Completed
T0409,U0089,Paris,Chennai,2025-04-18,2025-04-21,3,Adventure,Train,Resort,Monsoon,126566,3.8,No,Cancelled
T0410,U0260,Hyderabad,Bangkok,2026-05-02,2026-05-13,11,Adventure,Flight,Standard,Autumn,189889,3.8,Yes,Completed
T0411,U0235,Maldives,Singapore,2026-09-05,2026-09-07,2,Leisure,Cruise,Hostel,Monsoon,25487,3.6,Yes,Planned
T0412,U0242,Agra,Singapore,2026-08-04,2026-08-14,10,Cultural,Train,Standard,Monsoon,70110,4.1,Yes,Cancelled
T0413,U0251,New York,Dubai,2025-10-21,2025-10-26,5,Romantic,Bus,Hostel,Autumn,18562,4.6,Yes,Completed
T0414,U0090,Dubai,Rome,2025-02-01,2025-02-05,4,Romantic,Car,Luxury,Winter,158182,4.5,Yes,Planned
T0415,U0228,Paris,Mumbai,2025-08-28,2025-09-06,9,Adventure,Car,Luxury,Autumn,82219,3.5,Yes,Planned
T0416,U0144,Maldives,Goa,2025-11-21,2025-12-02,11,Family,Cruise,Budget,Monsoon,104626,4.7,Yes,Completed
T0417,U0013,Dubai,Bangalore,2025-09-17,2025-09-30,13,Adventure,Car,Hostel,Autumn,91943,4.9,Yes,Completed
T0418,U0246,Pune,Hyderabad,2025-07-11,2025-07-15,4,Family,Bus,Luxury,Autumn,93038,3.6,Yes,Planned
T0419,U0008,Paris,Delhi,2026-12-15,2026-12-21,6,Leisure,Bus,Resort,Autumn,72085,3.2,Yes,Planned
T0420,U0292,Tokyo,Maldives,2025-02-27,2025-03-08,9,Cultural,Car,Resort,Autumn,168442,4.2,No,Cancelled
T0421,U0197,Mumbai,Rome,2025-03-12,2025-03-20,8,Family,Bus,Budget,Spring,112260,4.8,No,Planned
T0422,U0063,Hyderabad,Delhi,2025-11-24,2025-11-29,5,Business,Flight,Budget,Autumn,141327,3.0,Yes,Cancelled
T0423,U0030,Hyderabad,Mumbai,2026-08-07,2026-08-13,6,Business,Car,Budget,Monsoon,189614,4.5,Yes,Planned
